name,state,established,stamp_index,coordinates,latitude,longitude
LOKOYA,California,1925,1,True,38.37325,-122.4278
LOMA MAR,California,1931,0,True,37.27004,-122.3091
LOMITA PARK,California,1933,1,True,37.6166,-122.4044
LON,New Mexico,1934,3,True,34.14758,-105.1236
LONE OAK,Colorado,1922,4,True,37.05502,-103.6333
LONE STAR,Texas,1948,0,True,32.94534,-94.71041
LONG BARN,California,1930,0,True,38.09176,-120.1362
LONGVALLEY,South Dakota,1927,0,True,43.46168,-101.4952
LONGVIEW,Washington,1922,0,True,46.13778,-122.9389
LORING,Montana,1929,0,True,48.79038,-107.8623
LOS ALAMOS,New Mexico,1941,0,True,35.8817,-106.301
LOS ANGELES,Texas,1923,1,True,28.46582,-99.00003
LOS BRAZOS,New Mexico,1922,4,True,36.7514,-106.5614
LOS CHAVES,New Mexico,1929,3,True,34.72672,-106.7536
LOS OJOS,New Mexico,1975,0,True,36.72938,-106.5719
LOS SAENZ,Texas,1929,1,True,26.40506,-99.01586
LOST RIVER,Alaska,1951,3,True,59.46336,-139.6211
LOST SPRINGS,Wyoming,1951,0,True,42.76493,-104.9261
LOVELOCK,Nevada,1922,0,True,40.18057,-118.4753
LOWER KALSKAG,Alaska,1962,0,True,61.51222,-160.3651
LOWRANE,Montana,1921,2,True,48.93835,-107.8223
LOYD,Colorado,1929,1,True,40.30358,-107.7048
LOZANO,Texas,1948,0,True,26.18607,-97.54056
LOZEAU,Montana,1921,1,True,47.11742,-114.7801
LUCERNE,California,1926,0,True,39.0937,-122.7991
LUDLOW,California,1926,1,True,34.7211,-116.16
LUKEVILLE,Arizona,1949,0,True,31.88257,-112.8157
LUMMI ISLAND,Washington,1946,0,True,48.72218,-122.6833
LUNDVILLE,Montana,1921,3,True,48.51613,-105.1541
LYMAN,Nebraska,1921,0,True,41.91682,-104.0392
LYMAN,Oklahoma,1924,1,True,36.84031,-96.74336
LYNNWOOD,Washington,1948,0,True,47.81107,-122.3254
LYNWOOD,California,1922,0,True,33.92919,-118.2108
LYTLE CREEK,California,1953,0,True,34.2461,-117.4954
MACGREGOR,Idaho,1936,4,True,44.69184,-116.0799
MACHOVEC,Texas,1948,1,True,35.94393,-101.9868
MACKS INN,Idaho,1930,0,True,44.49695,-111.3347
MADERA CANYON,Arizona,1929,3,True,31.72509,-110.8801
MAGIC CITY,Texas,1933,1,True,35.35755,-100.3785
MAKUA,Hawaii,1926,6,True,21.53389,-158.2322
MALIBU,California,1947,0,True,34.03395,-118.6938
MALJAMAR,New Mexico,1943,0,True,32.85678,-103.7627
MAMMOTH LAKES,California,1923,0,True,37.64896,-118.9709
MANDAREE,North Dakota,1955,0,True,47.72874,-102.6731
MANHATTAN BEACH,California,1927,0,True,33.88603,-118.3963
MANLEY HOT SPRINGS,Alaska,1957,0,True,64.99862,-150.6369
MANOKOTAK,Alaska,1960,0,True,58.97959,-159.0567
MANTER,Kansas,1923,0,True,37.52339,-101.8853
MANZANITA LAKE,California,1934,1,True,40.53544,-121.5608
MAPLE,Texas,1934,0,True,33.84847,-102.8993
MAR VISTA,California,1925,1,True,34.00445,-118.4303
MARANA,Arizona,1925,0,True,32.44876,-111.2089
MARBLE CANYON,Arizona,1927,1,True,36.81554,-111.6377
MARCIA,New Mexico,1923,2,True,32.8287,-105.7678
MARISCAL,Texas,1922,3,True,29.09544,-103.1877
MARLAND,Oklahoma,1922,0,True,36.56074,-97.15067
MARMION,Texas,1925,5,True,29.14136,-95.61578
MARNE,Montana,1922,6,True,45.48606,-109.3104
MARSING,Idaho,1922,0,True,43.54609,-116.806
MARTELL,Nebraska,1930,0,True,40.63817,-96.75761
MARTIN CITY,Montana,1947,1,True,48.3908,-114.0379
MARTY,South Dakota,1922,0,True,42.99193,-98.42658
MARVEL,Colorado,1953,0,True,37.11155,-108.1284
MARYHILL,Washington,1922,1,True,45.68707,-120.8137
MARYLHURST,Oregon,1939,0,True,45.39783,-122.6477
MASON CITY,Washington,1934,1,True,47.96654,-118.9678
MASOPIA,South Dakota,1926,5,True,43.25166,-101.584
MASSEY LAKE,Texas,1923,1,True,31.81211,-95.8683
MASTERSON,Texas,1950,1,True,35.63588,-101.9602
MATHER,California,1921,1,True,37.88215,-119.8557
MATHER FIELD,California,1948,1,True,38.56657,-121.2969
MATHESON,California,1922,1,True,40.66293,-122.4611
MAUNA LOA,Hawaii,1926,5,True,21.13211,-157.2113
MAUNALOA,Hawaii,1933,0,True,21.13319,-157.2123
MAURINE,South Dakota,1926,1,True,45.02304,-102.5935
MAVERICK,Arizona,1948,1,True,33.74283,-109.5473
MAXVILLE,Oregon,1923,4,True,45.74598,-117.5569
MAYARO,California,1930,1,True,39.82405,-121.4222
MAYTOWN,Washington,1922,4,True,46.8976,-122.9435
MAYWOOD,California,1934,1,True,33.98771,-118.188
MCCAMEY,Texas,1926,0,True,31.13529,-102.2246
MCCLELLAN,California,1949,1,True,38.6337,-121.4244
MCCLELLAN FIELD,California,1940,1,True,38.6675,-121.4008
MCCONE CITY,Montana,1935,3,True,48.03752,-106.4145
MCCOOK,Texas,1935,3,True,26.48368,-98.39085
MCCORD,Alaska,1930,6,True,57.13944,-153.2011
MCCREDIE,Washington,1926,3,True,45.82069,-119.9978
MCCREDIE SPRINGS,Oregon,1926,2,True,43.70985,-122.2889
MCDERMOTT,Montana,1924,3,True,48.9139,-111.523
MCFADDEN,Wyoming,1921,0,True,41.65441,-106.1306
MCFADDIN,Texas,1923,0,True,28.54996,-97.00835
MCGLYNN,Oregon,1923,3,True,44.02957,-123.5298
MCKAY DAM,Oregon,1923,5,True,45.60763,-118.8005
MCKINLEY PARK,Alaska,1922,1,True,63.73278,-148.9142
MCKINNON,Wyoming,1930,1,True,41.02773,-109.936
MCLEOD,Texas,1937,0,True,32.94484,-94.08044
MCLOUGHLIN HEIGHTS,Washington,1937,1,True,45.62401,-122.6009
MCNARY,Texas,1926,1,True,31.24818,-105.7964
MCNARY,Arizona,1924,0,True,34.07284,-109.8533
MCNARY,Oregon,1949,0,True,45.9193,-119.2892
MEAD LAKE,Nevada,1939,4,True,36.51831,-114.4269
MEADE RIVER,Alaska,1951,3,True,70.46917,-157.3994
MEADOW LAKES,California,1930,4,True,37.08023,-119.4307
MEADOW VISTA,California,1952,0,True,38.99847,-121.0222
MEADOWDALE,Wyoming,1935,2,True,42.55247,-104.6955
MEDANALES,New Mexico,1945,0,True,36.17145,-106.1779
MEDFRA,Alaska,1922,1,True,63.10667,-154.7142
MEEKS BAY,California,1929,1,True,39.03907,-120.1238
MEKORYOK,Alaska,1946,5,True,60.38806,-166.185
MEKORYUK,Alaska,1947,0,True,60.38616,-166.1913
MENTASTA LAKE,Alaska,1947,4,True,62.93043,-143.7974
MERCER ISLAND,Washington,1924,0,True,47.58242,-122.2332
MERCURY,Nevada,1952,0,True,36.66162,-115.9953
MESA VERDE NATIONAL PARK,Colorado,1924,0,True,37.18377,-108.4887
METTAH,California,1924,6,True,41.31012,-123.872
MEXICAN SPRINGS,New Mexico,1939,0,True,35.79279,-108.827
MIDFIELD,Texas,1950,0,True,28.93856,-96.21413
MIDKIFF,Texas,1952,0,True,31.63233,-101.8409
MIDLAND,California,1927,1,True,33.83891,-114.7727
MIDPINES,California,1929,0,True,37.56094,-119.9362
MIDWAY,Oklahoma,1924,3,True,35.71949,-99.92345
MIDWAY,Washington,1938,1,True,47.3915,-122.2943
MIDWAY CITY,California,1929,0,True,33.74393,-117.9877
MIDWEST,Wyoming,1924,0,True,43.40957,-106.2776
MIERA,New Mexico,1935,4,True,34.96644,-106.2914
MIKE HORSE,Montana,1943,2,True,47.02633,-112.3606
MILL CREEK,California,1936,1,True,40.32627,-121.5228
MILL RANCH,Washington,1922,5,True,46.43427,-123.8985
MILLER,Oregon,1922,3,True,45.63957,-120.8926
MILLS,Wyoming,1921,0,True,42.84478,-106.3761
MILO,Oregon,1923,1,True,42.93068,-123.0498
MILTON-FREEWATER,Oregon,1951,0,True,45.93695,-118.3966
MINARETS,California,1925,3,True,37.63966,-119.0829
MINNELUSA,California,1928,3,True,34.2664,-116.8925
MINTO,Alaska,1938,0,True,65.15333,-149.3369
MIRA LOMA,California,1930,0,True,33.99223,-117.5197
MIRACLE HOT SPRINGS,California,1947,1,True,35.57579,-118.5345
MIRANDO CITY,Texas,1922,0,True,27.4364,-99.00067
MIRROR LAKE,Washington,1944,1,True,47.32427,-122.3412
MISSION BEACH,California,1922,2,True,32.78255,-117.2523
MI-WUK VILLAGE,California,1956,0,True,38.06576,-120.1849
MOBILE,Arizona,1925,1,True,33.05533,-112.2718
MOCCASIN,California,1923,0,True,37.81185,-120.3014
MOCK,Montana,1921,2,True,48.57774,-114.619
MOFFAT,Texas,1925,4,True,31.1999,-97.46834
MOFFETS,Washington,1922,2,True,45.65512,-121.9459
MOFFETT FIELD,California,1933,1,True,37.41226,-122.0578
MOHAIR,Texas,1922,4,True,30.30353,-98.54197
MONISTA,New Mexico,1944,2,True,32.83481,-106.0742
MONO HOT SPRINGS,California,1945,1,True,37.32855,-119.0154
MONROE CITY,Texas,1936,1,True,29.78494,-94.58519
MONTAIR,North Dakota,1922,6,True,48.83472,-100.039
MONTBESTOS,Montana,1929,5,True,44.75715,-111.428
MONTCLAIR,California,1965,0,True,34.07444,-117.6921
MONTE RIO,California,1924,0,True,38.47738,-122.9978
MONTEREY PARK,California,1937,0,True,34.06286,-118.1255
MONTEZUMA,New Mexico,1924,0,True,35.65226,-105.2764
MONTEZUMA CREEK,Utah,1959,0,True,37.26052,-109.3074
MONTROSE,California,1923,0,True,34.20665,-118.2251
MOON CREEK,Montana,1931,3,True,46.19445,-106.0478
MOORE,Utah,1940,1,True,38.96664,-111.1535
MOORING,Texas,1950,1,True,30.68964,-96.55552
MOOSE,Wyoming,1923,0,True,43.65604,-110.7176
MOOSE PASS,Alaska,1928,0,True,60.48644,-149.369
MOREAU,South Dakota,1939,3,True,45.35582,-100.3979
MORMON LAKE,Arizona,1925,1,True,34.90835,-111.4632
MORONGO VALLEY,California,1947,0,True,34.04499,-116.5821
MORRISEY,Wyoming,1923,2,True,43.51803,-104.3836
MORRISTOWN,Washington,1921,5,True,47.1276,-122.0248
MORRO BAY,California,1923,0,True,35.36665,-120.8473
MORSE,Texas,1929,0,True,36.06264,-101.4749
MORTON,Texas,1924,0,True,33.72392,-102.7602
MORTON,Wyoming,1924,1,True,43.20051,-108.7746
MOSES POINT,Alaska,1946,1,True,64.7,-162.0333
MOSHER,South Dakota,1930,1,True,43.46833,-100.2982
MOSKEE,Wyoming,1925,2,True,44.27165,-104.1788
MOTOQUA,Utah,1925,2,True,37.30386,-113.9997
MOULTON,Montana,1926,1,True,47.34581,-109.3546
MOUNT BAKER,Washington,1928,2,True,48.86346,-121.6824
MOUNT BALDY,California,1966,1,True,34.26354,-117.6335
MOUNT EDGECUMBE,Alaska,1947,1,True,57.05111,-135.3544
MOUNT HOOD-PARKDALE,Oregon,1976,0,True,45.51994,-121.5975
MOUNT LAGUNA,California,1930,0,True,32.8672,-116.4192
MOUNT LEMMON,Arizona,1945,0,True,32.44512,-110.7602
MOUNT OWEN,California,1948,2,True,35.73301,-117.9237
MOUNT PRINCETON HOT SPRINGS,Colorado,1926,3,True,38.73305,-106.167
MOUNTAIN CENTER,California,1945,0,True,33.70419,-116.7259
MOUNTAIN PASS,California,1929,4,True,35.47026,-115.545
MOUNTAIN VIEW,Alaska,1949,1,True,61.22639,-149.8042
MOUNTAIN VIEW,Washington,1930,1,True,46.04182,-117.3396
MOUNTAIN VILLAGE,Alaska,1934,0,True,62.08961,-163.7256
MOUNTLAKE TERRACE,Washington,1955,0,True,47.78785,-122.3103
MOWICH,Oregon,1936,3,True,43.37152,-121.8289
MOYIE SPRINGS,Idaho,1926,0,True,48.72773,-116.1869
MT. BALDY,California,1951,0,True,34.23673,-117.6587
MURRIETA,California,1924,0,True,33.55192,-117.2118
MUSE,Oklahoma,1927,0,True,34.67233,-94.76254
MYERS CHUCK,Alaska,1922,4,True,55.74083,-132.2564
MYERS FLAT,California,1948,0,True,40.26595,-123.8716
NABESNA,Alaska,1934,3,True,62.37194,-143.0086
NAGEEZI,New Mexico,1941,0,True,36.2664,-107.742
NANAKULI,Hawaii,1936,3,True,21.3874,-158.1506
NANAKULI,Hawaii,1947,1,True,21.3874,-158.1506
NANCY,Texas,1926,2,True,31.10575,-94.43076
NAPAKIAK,Alaska,1951,0,True,60.69647,-161.9817
NAPAMUTE,Alaska,1922,1,True,61.54,-158.6742
NAPTOWNE,Alaska,1949,2,True,60.5275,-150.725
NASHVILLE,Nebraska,1923,3,True,41.40638,-95.99668
NAVA,New Mexico,1924,3,True,36.28473,-108.7059
NAVAJO DAM,New Mexico,1959,0,True,36.8048,-107.6972
NELSCOTT,Oregon,1929,1,True,44.96,-124.0121
NEOTSU,Oregon,1928,0,True,45.00119,-123.9869
NEPAC,Nevada,1938,5,True,36.51831,-114.4269
NEW CUYAMA,California,1953,0,True,34.94732,-119.6883
NEW DEAL,Texas,1949,0,True,33.74112,-101.8376
NEW DEAL,Montana,1935,3,True,48.02446,-106.4648
NEW HOBBS,New Mexico,1930,2,True,32.70261,-103.136
NEW HOME,Oklahoma,1924,2,True,34.64372,-94.55217
NEW KNOCK HOCK,Alaska,1950,3,True,62.1275,-164.8883
NEW LIMA,Oklahoma,1929,1,True,35.17174,-96.59252
NEW LONDON,Texas,1938,0,True,32.2385,-94.94228
NEW STUYAHOK,Alaska,1961,0,True,59.45088,-157.3171
NEW SUMMERFIELD,Texas,1938,0,True,31.98336,-95.0948
NEW TOWN,North Dakota,1953,0,True,47.97968,-102.4852
NEWBERRY SPRINGS,California,1967,0,True,34.82389,-116.6626
NEWCOMBE,New Mexico,1929,2,True,36.28473,-108.7059
NEWGULF,Texas,1928,0,True,29.25525,-95.89995
NEWMAN,Texas,1923,1,True,31.99788,-106.3278
NEWTOWN,North Dakota,1953,1,True,47.97968,-102.4852
NICE,California,1930,0,True,39.12077,-122.8367
NICOMA PARK,Oklahoma,1929,0,True,35.49248,-97.32521
NICUT,Oklahoma,1925,1,True,35.58398,-94.55938
NIGHTMUTE,Alaska,1952,1,True,60.47944,-164.7239
NIKOLAI,Alaska,1949,2,True,63.01333,-154.375
NIKOLSKI,Alaska,1938,0,True,52.94005,-168.8602
NINILCHIK,Alaska,1925,0,True,60.04424,-151.6663
NIVLOC,Nevada,1940,5,True,37.71549,-117.759
NOATAK,Alaska,1940,0,True,67.57111,-162.9653
NONDALTON,Alaska,1938,0,True,59.97361,-154.8458
NOORVIK,Alaska,1938,0,True,66.82892,-161.047
NORCO,California,1923,0,True,33.92889,-117.5602
NORDEN,California,1926,0,True,39.3174,-120.3499
NORMANDY,Texas,1937,1,True,28.91025,-100.5979
NORTH BEND,Washington,1925,0,True,47.49189,-121.7825
NORTH BONNEVILLE,Washington,1934,0,True,45.63806,-121.9756
NORTH HIGHLANDS,California,1951,0,True,38.68455,-121.3835
NORTH HOLLYWOOD,California,1926,0,True,34.19861,-118.3968
NORTH JUNCTION,Oregon,1927,4,True,44.97456,-121.0728
NORTH LAS VEGAS,Nevada,1932,0,True,36.19687,-115.1234
NORTH LOS ANGELES,California,1929,1,True,33.92752,-118.2781
NORTH NEWTON,Kansas,1938,0,True,38.07264,-97.34558
NORTH PALM SPRINGS,California,1950,0,True,33.92464,-116.5433
NORTH RIM,Arizona,1947,1,True,36.21054,-112.0613
NORTH SIOUX CITY,South Dakota,1952,0,True,42.52882,-96.49648
NORTHDALLES,Washington,1932,2,True,45.61734,-121.1795
NORTHRIDGE,California,1938,0,True,34.24367,-118.5357
NORTHWAY,Alaska,1942,0,True,62.96237,-141.9322
NORTHWOOD,California,1929,2,True,38.47547,-123.0017
NOTREES,Texas,1946,0,True,31.9174,-102.7545
NUBIEBER,California,1931,0,True,41.09713,-121.1802
NUNAPITCHUK,Alaska,1950,0,True,60.89809,-162.4571
NYAC,Alaska,1926,1,True,61.00417,-159.9406
OAK VIEW,California,1947,0,True,34.39264,-119.3008
OAKLAND RECREATION CAMP,California,1922,1,True,37.82798,-120.0066
O'BRIEN,California,1945,1,True,40.81209,-122.3242
O'BRIEN,Oregon,1928,0,True,42.06704,-123.7037
OCEAN CITY,Washington,1926,1,True,47.07092,-124.166
OCEAN SHORES,Washington,1962,1,True,47.00688,-124.1564
OCEAN SHORES,Washington,1988,0,True,47.00688,-124.1564
OCEANLAKE,Oregon,1927,1,True,44.96,-124.0121
OCEANSIDE,Oregon,1924,0,True,45.46009,-123.9695
OCOTILLO,California,1957,0,True,32.73706,-115.9945
OIL CENTER,New Mexico,1937,0,True,32.49929,-103.2613
OIL CITY,Texas,1927,4,True,35.74699,-101.5135
OILMONT,Montana,1925,0,True,48.74055,-111.8414
OILTON,Texas,1922,0,True,27.46618,-98.97562
OJITO,New Mexico,1941,1,True,36.42974,-107.0878
OJO DEL PADRE,New Mexico,1940,1,True,35.54142,-107.1514
OJO FELIZ,New Mexico,1921,1,True,36.05781,-105.1183
OKLAHOMA CITY,Oklahoma,1923,0,True,35.46877,-97.59189
OLAVA,Colorado,1936,1,True,39.45901,-105.6611
OLBERG,Arizona,1927,3,True,33.09228,-111.6862
OLD HARBOR,Alaska,1931,0,True,57.20374,-153.3045
OLD OCEAN,Texas,1944,0,True,29.08012,-95.75031
OLD STATION,California,1931,0,True,40.65067,-121.46
OLETA,Oklahoma,1935,1,True,34.19955,-95.34385
OLIVE VIEW,California,1923,1,True,34.32444,-118.4437
OLIVEHURST,California,1941,0,True,39.09837,-121.5517
OLMITO,Texas,1925,0,True,26.02842,-97.53372
OLNES,Alaska,1922,7,True,65.07417,-147.67
OLOWALU,Hawaii,1930,4,True,20.81086,-156.6215
OMEGA,New Mexico,1938,1,True,34.32311,-108.3745
ONEILL,Montana,1925,2,True,46.14861,-105.1505
OPHIR,Colorado,1922,0,True,37.86194,-107.8698
OPIHIKAO,Hawaii,1929,2,True,19.42807,-154.882
ORANGEFIELD,Texas,1923,0,True,30.07338,-93.85574
ORDNANCE,Oregon,1943,2,True,45.80402,-119.4167
OREGON CAVES,Oregon,1924,1,True,42.09817,-123.4131
OREM,Utah,1943,0,True,40.29773,-111.7017
ORETECH,Oregon,1949,1,True,42.26237,-121.7436
ORO GRANDE,California,1925,0,True,34.59905,-117.3343
OSBORNE,Washington,1935,2,True,47.90404,-119.0645
OSDICK,California,1922,4,True,35.3583,-117.6167
OSIRIS,Utah,1929,4,True,38.02221,-111.9616
OTIS CHALK,Texas,1939,1,True,32.1254,-101.2612
OUZINKIE,Alaska,1927,0,True,57.92293,-152.5015
OVERGAARD,Arizona,1938,0,True,34.40335,-110.5635
OWL HEAD,Arizona,1930,4,True,33.70005,-111.1007
OXBOW,Oregon,1965,0,True,44.9751,-116.8596
PACIFIC HOUSE,California,1958,0,True,38.76018,-120.5071
PACIFIC PALISADES,California,1924,0,True,34.04575,-118.5256
PACIFICA,California,1959,0,True,37.6492,-122.4926
PACKWOOD,Washington,1930,0,True,46.60763,-121.6717
PAGE,Arizona,1957,0,True,36.91585,-111.4617
PAGE,Idaho,1927,1,True,47.5327,-116.2038
PAGE CITY,Kansas,1928,1,True,39.08973,-101.1463
PAHASKA,Wyoming,1950,1,True,44.503,-109.963
PAIMIUT,Alaska,1942,3,True,61.96417,-160.2319
PALISADE,Colorado,1924,0,True,39.11014,-108.3523
PALISADES,Idaho,1952,0,True,43.35186,-111.2177
PALITO BLANCO,Texas,1928,2,True,27.5917,-98.18917
PALM DESERT,California,1947,0,True,33.74641,-116.3615
PALO ALTO,Arizona,1925,4,True,31.88258,-111.3959
PALOMA,California,1923,3,True,36.66446,-121.6647
PALOS VERDES ESTATES,California,1925,1,True,33.80059,-118.388
PALOS VERDES PENINSULA,California,1962,0,True,33.76921,-118.3653
PANAMINT SPRINGS,California,1940,3,True,36.33966,-117.4678
PANOLA,Texas,1946,0,True,32.36035,-94.09324
PARADE,South Dakota,1923,0,True,45.02387,-101.1046
PARAMOUNT,California,1948,0,True,33.89581,-118.1728
PARCO,Wyoming,1923,2,True,41.77496,-107.1131
PARKER CANYON,Arizona,1928,4,True,31.37232,-110.5234
PARKER DAM,California,1935,0,True,34.28479,-114.1399
PARKWAY,Washington,1931,2,True,46.99372,-121.5281
PARMELEE,South Dakota,1921,0,True,43.32233,-101.0273
PATRICIA,South Dakota,1927,1,True,43.28722,-101.5121
PATRICIA,Texas,1924,1,True,32.55455,-102.0204
PAUL SPUR,Arizona,1930,1,True,31.36621,-109.7345
PAULDEN,Arizona,1926,0,True,34.8861,-112.4675
PAULOFF HARBOR,Alaska,1949,1,True,54.4577,-162.7071
PAUMA VALLEY,California,1951,0,True,33.30384,-116.9782
PAWNEE,Texas,1948,0,True,28.65178,-98.00239
PAXTON SPRINGS,New Mexico,1929,4,True,35.03921,-108.0501
PEARBLOSSOM,California,1933,0,True,34.50619,-117.9095
PEARL HARBOR,Hawaii,1936,1,True,21.34917,-157.9331
PEARSON,Oklahoma,1927,1,True,35.07285,-96.9178
PEDLEY,California,1929,2,True,33.97528,-117.4758
PEDRO BAY,Alaska,1936,1,True,59.78722,-154.1061
PEEPLES VALLEY,Arizona,1928,4,True,34.26891,-112.7271
PEERLESS,Montana,1926,0,True,48.78168,-105.8299
PEERLESS,Utah,1924,3,True,39.69413,-110.911
PEERLESS,Wyoming,1924,5,True,44.28637,-105.3889
PEGGY,Texas,1935,0,True,28.73943,-98.17941
PELICAN,Alaska,1940,0,True,57.96,-136.2311
PELICAN BAY,Oregon,1924,6,True,42.48069,-122.0842
PELLY,Texas,1927,1,True,29.72523,-94.96576
PENGRA,Oregon,1925,3,True,43.9554,-122.8409
PENISTAJA,New Mexico,1930,2,True,35.96863,-107.2209
PENWELL,Texas,1930,0,True,31.73539,-102.5897
PEP,Texas,1936,0,True,33.81546,-102.5583
PEP,New Mexico,1936,0,True,33.8362,-103.3355
PERIDOT,Arizona,1943,0,True,33.29896,-110.4593
PERKINSVILLE,Arizona,1925,3,True,34.90169,-112.1913
PERNELL,Oklahoma,1922,0,True,34.56147,-97.51003
PERRYVILLE,Alaska,1931,0,True,55.9139,-159.154
PETERSVILLE,Alaska,1936,5,True,62.49639,-150.7656
PETROLIA,Montana,1921,5,True,46.96665,-108.1015
PETTIT,Texas,1935,1,True,33.69704,-102.5246
PHAROAH,Oklahoma,1921,0,True,35.42037,-96.12306
PHILLIPS,Texas,1938,1,True,35.69115,-101.3638
PICKSTOWN,South Dakota,1947,0,True,43.067,-98.53126
PICO,California,1925,1,True,33.98307,-118.0967
PICO RIVERA,California,1958,0,True,33.98533,-118.0855
PIE TOWN,New Mexico,1927,0,True,34.29971,-108.132
PIEDRA,California,1949,0,True,36.82291,-119.3649
PILGRIM SPRINGS,Alaska,1924,2,True,65.09361,-164.9239
PILOT POINT,Alaska,1934,0,True,57.56351,-157.5653
PILOT STATION,Alaska,1939,0,True,61.93741,-162.8871
PINE BLUFFS,Wyoming,1923,0,True,41.18103,-104.0692
PINE LODGE,New Mexico,1923,5,True,33.62314,-105.245
PINE RIDGE,Oregon,1925,3,True,42.59403,-121.8617
PINE SPRINGS,Texas,1942,4,True,31.89262,-104.8155
PINE TREE,Wyoming,1928,2,True,43.61747,-105.7853
PINE VALLEY,California,1924,0,True,32.82191,-116.5292
PINEDALE,California,1923,0,True,36.84285,-119.7912
PINEHAVEN,New Mexico,1939,3,True,35.33281,-108.6704
PINEHURST,Idaho,1937,0,True,47.5376,-116.2349
PINNACLES,California,1924,1,True,36.5308,-121.1452
PINON,Arizona,1952,0,True,36.10103,-110.2228
PINON HILLS,California,1962,0,True,34.43846,-117.6423
PIONEER,California,1947,0,True,38.42991,-120.5772
PIONEERTOWN,California,1950,0,True,34.15686,-116.4987
PISMO BEACH,California,1923,0,True,35.13499,-120.6069
PISTOL RIVER,Oregon,1927,1,True,42.27684,-124.395
PITTMAN,Nevada,1942,1,True,36.0622,-115.008
PLASTER CITY,California,1924,1,True,32.79256,-115.8586
PLATINA,California,1921,0,True,40.35974,-122.8934
PLATINUM,Alaska,1935,0,True,59.01278,-161.8187
PLEASANT VIEW,Colorado,1940,1,True,37.58935,-108.7653
PLUNKETTVILLE,Oklahoma,1931,1,True,34.41427,-94.48855
POINT AGASSIZ,Alaska,1930,5,True,56.9225,-132.8764
POINT BAKER,Alaska,1942,0,True,56.35281,-133.6219
POINT COMFORT,Texas,1955,0,True,28.67673,-96.5559
POINT HOPE,Alaska,1940,0,True,68.3503,-166.7353
POINT LAY,Alaska,1947,2,True,69.74149,-163.0095
POINT LOOKOUT,Colorado,1940,2,True,37.31583,-108.4187
POLLOCK,California,1924,2,True,40.90515,-122.3792
POLLOCK PINES,California,1936,0,True,38.75947,-120.5917
POMEROY,Texas,1927,5,True,35.44255,-101.506
PONCHA SPRINGS,Colorado,1924,0,True,38.51393,-106.0768
PONDEROSA,New Mexico,1933,0,True,35.6807,-106.6565
PONDOSA,California,1925,1,True,41.19933,-121.6889
PONDOSA,Oregon,1927,1,True,45.00793,-117.6427
PORT ALEXANDER,Alaska,1926,1,True,56.24972,-134.6444
PORT ALSWORTH,Alaska,1950,0,True,60.19719,-154.3287
PORT ASHTON,Alaska,1952,1,True,60.0575,-148.0522
PORT CHICAGO,California,1931,1,True,38.04603,-122.0208
PORT GRAHAM,Alaska,1941,1,True,59.34748,-151.8267
PORT GRAHAME,Alaska,1938,3,True,59.35139,-151.8297
PORT HUENEME,California,1940,0,True,34.15434,-119.1923
PORT ISABEL,Texas,1930,0,True,26.07687,-97.20903
PORT LIONS,Alaska,1965,0,True,57.86681,-152.88
PORT MOLLER,Alaska,1952,2,True,55.98861,-160.5769
PORTER,Texas,1951,0,True,30.10609,-95.24625
PORTER,New Mexico,1933,3,True,35.81891,-106.787
PORTLOCK,Alaska,1921,2,True,59.21444,-151.7461
PORVENIR,Texas,1926,2,True,30.41848,-104.8444
POSSESION,Washington,1923,1,True,47.91759,-122.3762
POSTON,Arizona,1949,1,True,33.99057,-114.3963
POTATO CREEK,South Dakota,1935,1,True,43.53444,-101.9902
POWELL,Nebraska,1921,1,True,40.22083,-97.28476
PRADE RANCH,Texas,1940,1,True,29.91605,-99.79062
PRAIRIE CITY,South Dakota,1955,0,True,45.52971,-102.8043
PREWITT,New Mexico,1928,0,True,35.35661,-108.0252
PRICE,Texas,1940,0,True,32.13373,-94.94389
PRINGLE,Texas,1929,1,True,35.9492,-101.4563
PRITCHETT,Colorado,1927,0,True,37.36797,-102.8603
PROGRESS,Texas,1927,4,True,34.28285,-102.8099
PROJECT CITY,California,1939,1,True,40.67615,-122.3532
PUHI,Hawaii,1932,1,True,21.96539,-159.3924
PUKALANI,Hawaii,1950,1,True,20.8384,-156.3417
PUKOO,Hawaii,1923,1,True,21.07353,-156.796
QUARTZ MOUNTAIN,Nevada,1927,7,True,39.04576,-117.9665
QUARTZ MOUNTAIN,Oregon,1930,3,True,42.32238,-120.8155
QUINAULT,Washington,1922,0,True,47.47523,-123.8312
RADERVILLE,Wyoming,1921,2,True,42.90552,-107.3787
RADIO,Montana,1927,2,True,47.68827,-114.3715
RADIUM SPRINGS,New Mexico,1926,0,True,32.48559,-106.9154
RAINBOW,Oregon,1924,2,True,44.16679,-122.2367
RAINBOW MINE,Oregon,1922,6,True,44.4221,-117.5658
RAINBOW VALLEY,Arizona,1931,4,True,33.23199,-112.3871
RAMIRITO,Texas,1922,1,True,26.78978,-98.59391
RAMON,New Mexico,1925,2,True,34.23286,-104.9
RANCHES DE TAOS,New Mexico,1982,0,True,36.3594,-105.6082
RANCHITA,California,1935,0,True,33.21004,-116.5167
RANCHO CORDOVA,California,1955,0,True,38.59919,-121.2808
RANCHO MIRAGE,California,1951,0,True,33.74094,-116.4102
